bbl,bin,address,zipcode,bldgtype,ess,year,gfa,numbldgs,numfloors,eui,energy,wui,ghg,primary_type,other_types_dict,has_datacenter,electricity,bedrooms,natural_gas,steam,worker_dens,res_units,diesel,fuel_4,fuel_2,fuel_5_6
1020800005,1062016,557 W 148 Street,10031,Multifamily Housing,84,1920,60165,1,6,96.7,5816574.5,70.26,4.08,Multifamily Housing,,0,719014.2,84.23,3421303.3,,,,,0,,
4043630100,4540190,30-50 Whitestone Expwy,11354,Office,87,1988,105000,1,4,168.1,17652893.7,,5.32,Office,"{'Office': 105000.0, 'Parking': 0.0}",0,4594607.3,,2847499.9,,2.53333,,,,,
4003730021,4004537,31-10 37 Ave,11101,Office,96,1930,124956,1,5,104.8,13097499.6,6.27,3.23,Office,"{'Office': 124956.0, 'Parking': 2800.0}",0,3591546.7,,1604620,,1.77662,,,,,
4002470030,4003437,33-10 Queens Blvd,11101,Office,68,1940,50890,1,3,230.9,11750908.2,40.98,7.68,Office,"{'Other': 2500.0, 'Retail Store': 10600.0, 'Office': 37790.0, 'Parking': 20000.0}",0,2821249.6,,2651845.2,,2.61974,,,,,
1021220100,1062934,559 West 164 Street,10032,Multifamily Housing,34,1911,60626,1,6,146.3,8868085.2,145.74,6.03,Multifamily Housing,,0,891483.6,84.88,5399519.3,,,,,,,
1021420224,1063514,701 West 175 Street,10033,Multifamily Housing,,1925,71896,1,6,275.9,19832682.5,,12.44,Multifamily Housing,"{'Multifamily Housing': 65896.0, 'Retail Store': 2500.0, 'Restaurant': 2000.0}",0,3172751.5,100.65,3504554.6,,,,,,5754875.7,
1021740236,1064215,9-23 Thayer Street,10040,Multifamily Housing,80,1920,85704,1,6,102.4,8779947.4,115.65,5.13,Multifamily Housing,,0,1275154.1,119.99,1238046.9,,,,,,3516653.8,
1021740125,1064191,38-48 Sickles Street,10040,Multifamily Housing,59,1920,63396,1,6,125.4,7948128,96.26,7.57,Multifamily Housing,,0,727493.9,88.75,198420,,,,,5374741.6,,
1021080083,1062527,961 St Nicholas Avenue,10032,Multifamily Housing,8,1910,50028,1,6,184.4,9225450.3,,10.91,Multifamily Housing,,0,856973,70.04,345460.6,,,,,,6082211.8,
4002390060,4003411,30-30 Northern Blvd,11101,Office,94,1917,103000,1,7,113.2,11654672,,3.93,Office,"{'Office': 103000.0, 'Parking': 0.0}",0,2394860,,3625243.6,,2.3,,,,,
1021580007,1063808,1548 Saint Nicholas Avenue,10040,Multifamily Housing,1,1924,51676,1,5,222.3,11485568.7,109.67,10.7,Multifamily Housing,"{'Multifamily Housing': 44676.0, 'Restaurant': 1950.0}",0,1681499.1,69.62,1288423.4,,,,,,4519155,
2037420005,2023923,1114 Ward Ave,10472,Multifamily Housing,49,1928,73308,1,6,126,9239139,120.01,6.88,Multifamily Housing,,0,1199268.2,102.63,532150,,,,,4906694.3,,
1008620001,1017006,319 Fifth Avenue,10016,Other,,1938,26000,1,4,331.3,8613801.6,140.7,11.85,Other,,0,1798950.3,,2799364.6,,,,,,,
1020950033,1062439,3609 Broadway,10031,Multifamily Housing,,1920,56436,1,7,258,14559252.5,,13.02,Multifamily Housing,"{'Multifamily Housing': 50936.0, 'Restaurant': 1500.0}",0,1734501.6,79.01,1963370,,,,,6332750.4,,
1015157501,1047972,110 East 87th St,10128,Multifamily Housing,78,1939,67241,1,13,106.2,7137852.3,26.95,4.18,Multifamily Housing,"{'Multifamily Housing': 64241.0, 'Urgent Care/Clinic/Other Outpatient': 3000.0}",0,839452.2,68,3891266.6,,,,,,,
1013700046,1040640,400 East 59th St,10022,Multifamily Housing,85,1928,134696,1,17,94.2,12694225.4,56.75,2.85,Multifamily Housing,"{'Multifamily Housing': 128696.0, 'Other': 6000.0}",0,3786217.1,166,911720,,,,,,,
1010450037,1025417,310 West 55th St,10019,Multifamily Housing,92,1947,76800,1,6,77.9,5979919.9,21.2,3.03,Multifamily Housing,,0,825572.5,61,2999106.2,,,,,,,
1010460013,1025425,345 West 55th St,10019,Multifamily Housing,93,1922,65994,1,9,95.3,6291756.1,28.3,4.63,Multifamily Housing,,0,913747.2,100,126054.5,,,,,,2938434,
1006150086,1011053,247 West 12thSt,10011,Multifamily Housing,78,1910,68294,1,6,97.8,6679355.7,17.46,3.14,Multifamily Housing,"{'Multifamily Housing': 68294.0, 'Parking': 9788.0}",0,1682351,50,1227606.3,,,,,,,
1014647501,1045589,400 East 70th St,10021,Multifamily Housing,52,1984,274750,1,40,115.3,31670896,,4.54,Multifamily Housing,"{'Multifamily Housing': 273150.0, 'Other': 1600.0}",0,5224318.1,260,273243.3,11599435.6,,,,,,
1011220029,1028508,91 Central Park West,10023,Multifamily Housing,88,1929,229312,1,15,91.4,20956662.5,19.62,4.4,Multifamily Housing,"{'Multifamily Housing': 223312.0, 'Medical Office': 6000.0}",0,3076189.7,203,247973.3,,,,,,9729690,
3023637502,"3335746; 3329986; 3340269; 3062429; 3062428",58 Metropolitan Ave,11211,Multifamily Housing,23,2009,63107,6,7,139,8771372.7,,4.71,Multifamily Housing,,0,1922172.6,60,2388000,,,,,,,
1013997502,1089700,132A East 65th Street,10065,Multifamily Housing,15,2011,67589,1,15,166.6,11259740.1,29.19,5.03,Multifamily Housing,"{'Multifamily Housing': 62497.0, 'Retail Store': 5092.0}",0,3072736,58,1275493.8,,,,,,,
1014070033,"1042850; 1085156",165 East 72nd St,10021,Multifamily Housing,53,1958,291500,2,20,123.8,36089618.2,,4.96,Multifamily Housing,"{'Multifamily Housing': 274340.0, 'Financial Office': 12324.0, 'Other': 4836.0, 'Parking': 17500.0}",0,5472208.7,276,548572.8,14020652.6,,,,,,
1013497501,1071989,345 East 56th St,10022,Multifamily Housing,20,1963,227348,1,20,177.6,40376283.8,,6.4,Multifamily Housing,"{'Multifamily Housing': 219862.0, 'Supermarket/Grocery': 7486.0, 'Parking': 6500.0}",0,8533813.5,289,456636.7,10154504.5,,,,,,
1011220023,1028506,11 West 69th St,10023,Multifamily Housing,91,1928,53558,2,9,80.1,4288098.8,18.67,4.21,Multifamily Housing,,0,587116.6,54,264626.7,,,,,2117000.1,,
1013500020,1040003,345 East 57th Street,10022,Multifamily Housing,86,1928,94933,1,16,103.7,9846480.4,,4,Multifamily Housing,,0,1349715.3,128,4896136.4,,,,,,,
1011717505,1087705,100 Riverside Boulevard,10069,Multifamily Housing,13,2007,425421,1,30,158.2,67322776.9,41.48,5.66,Multifamily Housing,"{'Multifamily Housing': 420945.0, 'Other': 4476.0}",0,13487215.6,481,22845078.8,,,,,,,
3023637501,"3062430;3062431;3062432;3251736",80 Metropolitan Avenue,11211,Multifamily Housing,61,2009,159887,4,6,130.5,20865834.3,28.56,4.45,Multifamily Housing,"{'Multifamily Housing': 159887.0, 'Parking': 23587.0}",0,4541301.2,246,5810400,,,,,,,
1008197502,1015407,63 West 17th Street,10011,Multifamily Housing,,1963,78121,1,10,161.6,12626043.4,19.23,5.45,Multifamily Housing,"{'Multifamily Housing': 65959.0, 'Other': 8889.0}",0,2747580.2,33,3428883,,,,,,,
1015487502,1088093,305 East 85th Street,10024,Multifamily Housing,6,2009,116011,1,21,179.8,20860879.6,,5.7,Multifamily Housing,"{'Multifamily Housing': 110750.0, 'Other': 5261.0}",0,5403051.3,126,3422336.7,,,,,,,
1016027502,1051442,21 East 96th Street,10029,Multifamily Housing,,2005,36755,1,13,248.1,9120460,30.98,8.06,Multifamily Housing,"{'Multifamily Housing': 35062.0, 'Other': 1693.0}",0,2147018.8,32,1995583.3,,,,,,,
1013797504,1041101,838 Fifth Avenue,10065,Multifamily Housing,,1951,62857,1,12,264.1,16602986.8,,8.87,Multifamily Housing,,0,4191125,36,153010,2674643.6,,,,,,
1012477502,"1088301; 1088579",535 West End Avenue,10028,Multifamily Housing,,2010,212671,2,20,149.9,31886561.5,20.92,4.68,Multifamily Housing,"{'Multifamily Housing': 211971.0, 'Office': 700.0}",0,8110192.6,149,5209187.7,,0,,,,,
1014977501,1046842,1049 Fifth Avenue,10028,Multifamily Housing,67,1928,167707,1,22,111.7,18738348.2,,0.03,Multifamily Housing,"{'Multifamily Housing': 157307.0, 'Medical Office': 10400.0}",0,5932760.6,121,104266.7,,,,,,,
1013307501,1038595,212 East 57th Street,10022,Multifamily Housing,23,2005,78424,1,24,156.8,12296128.5,,5.83,Multifamily Housing,"{'Multifamily Housing': 73109.0, 'Retail Store': 5315.0}",0,2400399.1,82,653346.7,3157007.9,,,,,,
1018717502,1056465,2628 Broadway,10025,Multifamily Housing,43,2007,143004,1,38,146.9,21008133.7,27.13,4.73,Multifamily Housing,"{'Multifamily Housing': 141654.0, 'Other': 1350.0}",0,5208960.1,190,4048516.6,,,,,,,
1012337501,1033149,530 West End Avenue,10024,Multifamily Housing,78,1912,76807,1,12,110.7,8504268.7,23.79,4.23,Multifamily Housing,"{'Multifamily Housing': 75367.0, 'Urgent Care/Clinic/Other Outpatient': 1440.0}",0,1163507.9,96,4178679,,,,,,,
1008497508,1016212,254 Park Avenue South,10010,Multifamily Housing,25,1913,166217,1,13,151.8,25236956.3,26.57,4.78,Multifamily Housing,"{'Multifamily Housing': 155597.0, 'Other': 1420.0, 'Retail Store': 9200.0}",0,6641472.8,151,3872553,,,,,,,
4005797502,4311892,25-10 31 Ave,11106,Multifamily Housing,97,1950,52959,2,6,129.4,6851594.5,77.04,5.45,Multifamily Housing,,0,459449.1,220,4668206.4,,,,,,,
4006190006,4008606,32-05 Newtown Ave,11102,Multifamily Housing,45,1964,68770,1,6,136.7,9403876.5,,6.77,Multifamily Housing,,0,1157879.9,96.28,2670360,,,,,2934906.5,,
1012170064,1032218,176 West 87th St,10024,Multifamily Housing,,1916,120670,1,13,91.7,11064660.1,62.29,3.27,Multifamily Housing,"{'Multifamily Housing': 111970.0, 'Supermarket/Grocery': 1700.0, 'Restaurant': 7000.0}",0,2423866.8,619,3392718.5,,,,,,,
1013317501,1076271,200 East 58th St,10022,Multifamily Housing,30,1961,124897,1,20,174.1,21738507.8,,6.33,Multifamily Housing,"{'Multifamily Housing': 83520.0, 'Retail Store': 12085.0, 'Office': 26482.0}",0,5007670.4,133,318483.3,4961667.1,1.51046,,,,,
1008587502,1016907,404 Park Avenue South,10016,Multifamily Housing,1,1917,88998,1,16,234.6,20878888.3,24.5,7.3,Multifamily Housing,"{'Multifamily Housing': 84284.0, 'Bank Branch': 4714.0}",0,5582552.3,108,2914729.4,,,,,,,
1008627501,1017035,161 Madison Avenue,10016,Medical Office,86,1900,64055,1,12,118.2,7568556.8,46.43,3.5,Medical Office,,0,2224843.6,,507058.8,,,,,,,
1011200022,1028241,15 West 67th Street,10023,Multifamily Housing,77,1904,60000,1,14,96.9,5816168.8,,3.74,Multifamily Housing,,0,803183.3,50,2881863.6,,,,,,,
1012710007,1034818,57 West 55th Street,10019,Multifamily Housing,,1962,120615,1,13,203.7,24569002.5,,8.64,Multifamily Housing,"{'Multifamily Housing': 89815.0, 'Parking': 12000.0, 'Medical Office': 3000.0, 'Restaurant': 27800.0}",0,3775067.5,88,2252766.7,8851933.8,,,,,,
1013310039,1038613,210 East 58th Street,10022,Multifamily Housing,4,1959,90462,1,13,219,19808830.1,75.56,11.15,Multifamily Housing,"{'Multifamily Housing': 82462.0, 'Retail Store': 8000.0}",0,2973934.2,108,1611803.3,,,,,,8887338,
1012107501,1031798,101 West 79th Street,10024,Multifamily Housing,2,1986,178206,1,33,197.2,35136465.6,44.11,6.54,Multifamily Housing,,0,8302288.7,249.49,8071524.8,,,,,,,
1013680042,1040474,410 East 57th Street,10022,Multifamily Housing,,1929,138667,1,15,93.7,12990504.6,21.85,3.47,Multifamily Housing,"{'Multifamily Housing': 137667.0, 'Medical Office': 1000.0}",0,2239514,150,5320190,,,,,,,
2028400018,2008048,38-40 Marcy Place ,10452,Multifamily Housing,7,1924,46505,1,5,168.4,7829713.7,198.63,6.96,Multifamily Housing,,0,860546.3,65.11,4660118,,,,,,,
2032160021,2014694,1944 Andrews Ave,10453,Multifamily Housing,1,1923,48647,1,5,224.5,10921355,94.99,9.49,Multifamily Housing,,0,983990,68.11,6951572,,,,,,,
2028200027,2007827,1560 Selwyn Avenue,10457,Multifamily Housing,54,1926,71076,1,6,131.2,9322087.9,,5.21,Multifamily Housing,,0,1154155.2,106,5045193.2,,,,,,,
3058920006,3146596,7101 4th Avenue,11209,Multifamily Housing,1,1950,89044,1,6,270.6,24092092.2,48.82,13.06,Multifamily Housing,,0,808857.1,88,20539924.5,,,,,,,
1021200001,1062853,3860 BROADWAY,10032,Multifamily Housing,1,1910,45000,1,6,239.9,10797223.3,129.65,9.62,Multifamily Housing,,0,1314418.5,50,5956332.3,,,,,,,
1021420217,1063513,700 West 176th St,10033,Multifamily Housing,31,1920,70436,1,6,152.7,10757643.1,,7.73,Multifamily Housing,"{'Multifamily Housing': 64436.0, 'Restaurant': 1000.0, 'Outpatient Rehabilitation/Physical Therapy': 2000.0}",0,1460861.3,98.61,881397,,,,,,4962355.8,
4006010001,4007923,36-46 33 Street,11101,Office,,1916,161603,2,5,229,37010821,10.43,7.05,Office,"{'Data Center': 5000.0, 'Other': 3000.0, 'Office': 153603.0, 'Parking': 40000.0}",1,9897074.6,,4945523.3,,3.97779,,,,,
2028610005,2008341,15 Featherbed Lane ,10452,Multifamily Housing,10,1931,46000,1,6,165.6,7616790.1,,6.89,Multifamily Housing,,0,756677.1,64.4,4463366.6,,,,,,,
1020540056,"1084173;1061185",401-405 Edgecombe Avenue ,10031,Multifamily Housing,,1920,53815,2,5,99.5,5356571.1,,5.06,Multifamily Housing,,0,809126.3,0,177330.3,,,,,,2573562,
4050407501,4114205,132-03 Sanford Ave,11355,Multifamily Housing,32,2006,47733,1,7,198.6,9478689.3,77.04,7.36,Multifamily Housing,"{'Multifamily Housing': 37297.0, 'Medical Office': 10436.0, 'Parking': 24443.0}",0,1516591,90,4078488,,,,,,,
4050397502,4438132,41-05 College Point Blvd,11355,Multifamily Housing,75,2002,59242,4,7,141.5,8383850.7,80.09,5.3,Multifamily Housing,"{'Multifamily Housing': 48727.0, 'Office': 10515.0, 'Parking': 13000.0}",0,1250575.3,90,3822430.2,,2.29957,,,,,
1010817502,1087777,515 West 52nd Street,10019,Multifamily Housing,5,2008,267737,1,25,201,53820581,52.76,7.67,Multifamily Housing,,0,9439597.3,382,22929236.7,,,,,,,
1018650040,1087754,401 West 110th Street,10025,Multifamily Housing,62,2008,296245,1,18,122.3,36240651,47.22,4.77,Multifamily Housing,,0,5011169.7,400,18262527.5,,,,,,,
1010210001,1085498,250 West 50th Street,10019,Multifamily Housing,1,1998,444104,1,40,270.8,120279399.1,65.77,9.82,Multifamily Housing,,0,23815082.8,646,42352511.8,,,,,,,
1010807501,1087481,510 West 52nd Street,10019,Multifamily Housing,10,2007,213863,1,24,200.5,42889378.9,74.29,7.48,Multifamily Housing,,0,6851089.8,341,18672112.5,,,,,,,
1016170007,1051628,1680 Madison Avenue,10029,Multifamily Housing,31,1982,130000,1,7,170.1,22113321,104.04,6.71,Multifamily Housing,,0,2891979,270,11585228.1,,,,,,,
1008280035,1015650,220 Fifth Avenue,10001,Multifamily Housing,74,1912,150888,1,21,85.8,12950270.3,,3.14,Multifamily Housing,,0,3437808.9,62,12100,,,,,,,2243835
3058380006,3144251,6665 Colonial Road,11220,Multifamily Housing,96,1954,63113,1,6,81.5,5144163.2,,3.42,Multifamily Housing,"{'Multifamily Housing': 63113.0, 'Parking': 6337.0}",0,854191.2,81,1698512.8,,,,,,669300,
3061207502,3155701,9511 Shore Road,11209,Multifamily Housing,76,1957,127163,1,6,115.5,14683290.4,42.13,4.59,Multifamily Housing,"{'Multifamily Housing': 127163.0, 'Parking': 31358.0}",0,1553167.6,138,8406107.1,,,,,,,
1011180001,"1028159;1809811;1804323",60 West 66th St.,10023,Multifamily Housing,,1975,312193,1,36,158,49328769.5,,5.41,Multifamily Housing,"{'Office': 1127.0, 'Worship Facility': 8073.0, 'Repair Services (Vehicle, Shoe, Locksmith, etc.)': 484.0, 'Parking': 18060.0, 'Multifamily Housing': 300610.0, 'Food Sales': 1899.0}",0,11455587.8,358,994113.3,9362833.8,2.3,,,,,
1009340020,1086131,340 East 29th Street,10016,Multifamily Housing,57,1900,110140,1,16,131.5,14485992.4,34.9,4.3,Multifamily Housing,,0,3547675.2,180,2993458.8,,,,,,,
4162337501,4311307,123 10 Ocean Promenade,11694,Multifamily Housing,100,1961,89412,1,6,81.4,7277681.8,27.99,3.31,Multifamily Housing,,0,1659051.9,244,142936.7,,,,,,1899183.6,
3061210003,3155722,149 Marine Avenue,11209,Multifamily Housing,97,1962,88530,1,6,119.2,10553127.8,34.96,4.71,Multifamily Housing,"{'Multifamily Housing': 88530.0, 'Parking': 8300.0}",0,1291159.5,316,5687733.2,,,,,,,
3053220020,,312 Coney Island Ave,11218,Worship Facility,59,1955,40000,1,2,97.6,3902458.4,9.55,3.68,K-12 School,"{'K-12 School': 25000.0, 'Worship Facility': 15000.0}",0,538490.4,,1875882.9,,,,,,,
2043170025,2049372,2190 Boston Rd.,10462,Multifamily Housing,,1941,87354,1,6,125.8,10984935.1,39.26,5.13,Multifamily Housing,,0,1014122.9,68,6744622.7,,,,,,,
1000290036,1078995,1 William Street,10004,Financial Office,70,1907,112500,1,12,211.8,23828734.2,13.58,6.73,Financial Office,"{'Data Center': 2000.0, 'Financial Office': 61250.0, 'Office': 49250.0, 'Parking': 2500.0}",1,6815271.2,,5393.7,,2.03046,,,,2056655.5,
1013697501,1040561,420 East 58th Street,10022,Multifamily Housing,23,1986,63426,1,27,167.3,10611437.2,,6.6,Multifamily Housing,,0,1606781.2,88,137463.3,4051446.4,,,,,,
1004020003,1005081,100 Avenue A,10009,Multifamily Housing,4,2014,37174,0,0,176.4,6557904,,5.22,Multifamily Housing,,0,1961330.8,52.04,380310,,,,,,,
3055600064,3134324,1751 67th Street,11204,Multifamily Housing,1,1931,121716,1,6,342.1,41640524.2,87.75,16.54,Multifamily Housing,,0,1324975.3,107,35695335.1,,,,,,,
2031500003,,2234-2240 Ryer Avenue,10457,Multifamily Housing,94,1916,17935,1,5,75.4,1352473.9,,2.36,Multifamily Housing,,0,382229.1,25.11,160963.6,,,,,,,
2033180056,2017514,2771 Morris Avenue,10468,Multifamily Housing,100,1923,23000,1,5,55,1265089.9,,2.07,Multifamily Housing,,0,304776.8,32.2,100293.5,,,,,,,
1005590009,1077569,145 Fourth Avenue,10003,Multifamily Housing,,1964,212205,1,17,221.7,47036952.9,,7.61,Multifamily Housing,"{'Multifamily Housing': 183416.0, 'Retail Store': 26398.0, 'Bank Branch': 2086.0, 'Food Sales': 305.0, 'Parking': 750.0}",0,9924688.2,110,13841625.8,,,,,,,
1014170035,1043848,220 East 63rd Street,10065,Multifamily Housing,27,1963,190995,1,14,141.6,27048097.1,,5.36,Multifamily Housing,,0,4487990,203,11775853,,,,,,,
1009190042,1020361,222 East 39th Street,10016,Multifamily Housing,,1971,169963,1,25,136.7,23234818.2,,4.93,Multifamily Housing,"{'Multifamily Housing': 168555.0, 'Restaurant': 1408.0}",0,4509035.7,167,8261381.6,,,,,,,
1012350042,1080398,247 West 87th Street,10024,Multifamily Housing,,1984,268041,1,26,153.4,41107164.8,34.45,5.5,Multifamily Housing,"{'Medical Office': 3977.0, 'Food Service': 1524.0, 'Bank Branch': 5092.0, 'Other': 1791.0, 'Parking': 24395.0, 'Multifamily Housing': 255393.0}",0,7462357.7,323,15307702.8,,,,,,,
1013420012,1080442,333 East 49th Street,10017,Multifamily Housing,,1965,153035,2,12,146.1,22352498.2,,5.71,Multifamily Housing,"{'Multifamily Housing': 148080.0, 'Office': 4955.0, 'Parking': 10200.0}",0,3328430.5,176,10882240.5,,1.81635,,,,,
1021420022,1063474,605 West 170th Street,10032,Multifamily Housing,59,1922,83069,1,6,180.1,14959693.9,,6.7,Multifamily Housing,"{'Multifamily Housing': 77683.0, 'Retail Store': 5386.0}",0,2584569.1,106,6170880.9,,,,,,,
3008270012,3014854,5706 1 Ave,11220,Manufacturing/Industrial Plant,,1956,90080,1,2,76.5,6895014.4,25.76,2.45,Manufacturing/Industrial Plant,,0,1614063,,1452918,,,,,,,
1020860024,1062267,605 W 137th Street,10031,Multifamily Housing,79,1906,38750,1,6,116.6,4517531.9,42.51,4.6,Multifamily Housing,,0,582595,88,2382043.2,,,,,,,
1020860020,1062266,607 W 137th Street,10031,Multifamily Housing,80,1906,38750,1,6,116.5,4512799.2,22.44,4.61,Multifamily Housing,,0,557475.4,90,2434696.8,,,,,,,
3055470057,3133566,1827 65th Street,11204,Multifamily Housing,1,1926,57960,1,6,292,16921488.8,,12.6,Multifamily Housing,,0,1402790.7,134,11407834.4,,,,,,,
3052850040,3122847,40 Ocean Parkway,11218,Multifamily Housing,1,1939,99383,1,6,328.3,32624063.4,24.7,15.94,Multifamily Housing,,0,935703.9,197,28272336.3,,,,,,,
3065810001,3173443,1411 West 4th Street,11204,Multifamily Housing,1,1932,93150,1,6,336.6,31357422.2,38.87,16.49,Multifamily Housing,,0,692391,137,27760392.8,,,,,,,
2059330425,"2098646;2098647;2098644;2102084",750 West 261 Street,10471,Residence Hall/Dormitory,64,1924,200261,4,5,156.2,31278549.6,,5.44,Residence Hall/Dormitory,,0,6455043.4,,9751271.9,,,,,,,
4005767501,4006920,30-06 28th St,11105,Multifamily Housing,93,1937,152204,1,6,74.5,11335951.4,32.9,2.99,Multifamily Housing,,0,1113015.4,109,6706253.7,,,,,,,
1019300037,1058641,208-220 West 125th Street,10027,Retail Store,66,1973,67725,1,2,198.5,13445245.6,,5.93,Retail Store,,0,3956278,,956667.7,,,,,,,
1006970013,1080314,521-541 West 25th Street,10001,Office,81,1910,81065,3,4,139.7,11321028.7,,5.62,Office,,0,2534888.6,,64721.9,,2.14167,,,3024243.8,,
1007607501,1013595,315 W 36th,10018,Office,71,1929,127820,1,17,220.1,28133802.3,35.36,8.43,Office,"{'Office': 125752.0, 'Restaurant': 2068.0}",0,6432443.5,,862060.6,,3.75342,,,6134189.6,,
1008390016,1015961,39 W 37th,10018,Office,93,1927,98456,1,18,135,13286740.4,7.34,5.73,Office,"{'Other': 5816.0, 'Office': 92640.0}",0,2892188.7,,1560.6,,4.0911,,,4089459.9,,
1008690049,1017596,30 E 40th,10016,Medical Office,54,1920,67480,1,13,245.9,16595678.5,,8.27,Medical Office,"{'Other': 1532.0, 'Medical Office': 65948.0, 'Office': 0.0}",0,3861805,,,3245264.3,,,,,,
1007780048,1014267,214 W 29,10001,Office,95,1920,186051,1,16,105.7,19673188.1,20.14,4.33,Office,"{'Retail Store': 15183.0, 'Office': 170868.0}",0,4077687.1,,706.1,,2.07178,,,,5994857.8,
1008380032,1015930,15 W 36th,10018,Office,79,1917,82255,1,16,131,10776427.2,7.78,5.42,Office,"{'Retail Store': 9500.0, 'Office': 72755.0}",0,2295123.4,,806.1,,2.28163,,,3223388.1,,
1013357501,1038658,800 2nd Avenue,10017,Office,80,1957,231938,1,18,175.7,40751726.5,,5.65,Office,"{'Office': 224375.0, 'Restaurant': 7563.0}",0,10721868.5,,,5429142.9,2.85682,,,,,
1021100037,1062598,421 West 162nd Street,10032,Multifamily Housing,66,1928,73278,1,6,114.3,8377131,63.68,6.08,Multifamily Housing,,0,859312.2,78,205351.6,,,,,,4830689.8,
1007120014,,421 West 14th Street,10014,Office,,1913,50124,2,3,293.1,14692099.3,,8.28,Office,"{'Retail Store': 3600.0, 'Office': 46524.0}",0,4679012.5,,,,0,,,,,
4059580030,4132709,23-50 Waters Edge Drive,11360,Multifamily Housing,87,1969,146525,2,6,92.3,13530134.7,36.46,3.65,Multifamily Housing,,0,1804486.1,168,6915339.9,,,,,,107226,
4001410015,"4442941;4311872",43-15/43-33 46 St,11104,Multifamily Housing,87,1932,154836,2,6,103,15941279,47.48,4.17,Multifamily Housing,,0,1578022.1,210,9528800.3,,,,,,,
4031050028,4072941,6161 Woodhaven Blvd,11374,Multifamily Housing,94,1960,73770,1,6,98.4,7256381.3,84.85,4.73,Multifamily Housing,,0,1188751.1,118,,,,,,3233797.8,,
3054230049,3127912,716 Ocean Parkway,11230,Multifamily Housing,51,1931,62675,1,6,129.9,8142233.9,53.54,7.42,Multifamily Housing,,0,717168.4,86,,,,,,,,
3073520015,3199762,2566 Ocean Avenue ,11229,Multifamily Housing,43,1946,75000,1,6,117.4,8801475.9,84.77,5.13,Multifamily Housing,,0,841592.1,75,5833743.3,,,,,,,
3067950075,3182881,1745 East 12th Street ,11229,Multifamily Housing,42,1959,61000,1,6,128.1,7811370.7,41.33,5.55,Multifamily Housing,,0,821340.5,75,5000912,,,,,,,
3061340038,3156086,317 100th Street,11209,Multifamily Housing,1,1962,61796,1,6,292.3,18060658.1,,13.04,Multifamily Housing,,0,889601.7,102,13681695.7,,,,,,,
2033970029,2019798,529 East 235th ,10470,Multifamily Housing,44,1938,52599,1,7,135.9,7145801.7,71.81,7.2,Multifamily Housing,,0,715913.7,65,321656.7,,,,,,,
4033400013,4079812,111-32 76th Avenue ,11375,Multifamily Housing,39,1938,75455,1,6,138.5,10449879.7,36.08,5.89,Multifamily Housing,,0,962581.5,100,6251268.2,,,,,,,
3067700031,3182191,2301 Kings Highway,11229,Multifamily Housing,1,1936,120000,1,6,325,39002124.8,46.14,15.68,Multifamily Housing,,0,1281654,108,33296761.9,,,,,,,
3067950060,3182875,1773 East 12th Street,11229,Multifamily Housing,1,1939,82110,1,6,320.6,26325444.6,37.92,15.55,Multifamily Housing,,0,786329.8,75,22730211,,,,,,,
3087710101,3247008,2775 East 16th Street,11219,Multifamily Housing,1,1942,111352,1,6,347.6,38704830.7,47.42,16.92,Multifamily Housing,,0,1034600.1,96,33637356.2,,,,,,,
4057400139,"4445141;4445142;4445143;4443670;4443669;4443672;4445135;4445136;4443671;4443673;4445140;4540529;4540531;4540541;4540549;4540561;4540569;4540579;4540587;4540599",17-08 166th St,11357,Multifamily Housing,58,1951,105420,123,2,186.7,19683663.9,,6.24,Multifamily Housing,"{'Multifamily Housing': 105420.0, 'Parking': 11632.0}",0,4291100.8,424,5216270.2,,,,,,,
4047460035,4107637,17-08 160 Street,11357,Multifamily Housing,8,1961,16020,2,2,279.4,4475930.3,94.09,10.76,Multifamily Housing,"{'Multifamily Housing': 16020.0, 'Parking': 2038.0}",0,608981.2,68,2228312.6,,,,,,,
4047430001,4107600,15-29 159th St,11357,Multifamily Housing,24,1952,20640,24,2,232.3,4795022.3,81.29,8.61,Multifamily Housing,"{'Multifamily Housing': 20640.0, 'Parking': 3724.0}",0,814337.2,80,1988285,,,,,,,
4047540001,"4454961;4454977;4454978;4459469;4454957;4454946;4454975;4859771;4459470;4454954;4454974;4454937;4454951;4454942;4454990;4454960;4454981;4454966;4454967;4454991;4454934;4454935;4454936;4454938;4454939;4454940;4454941;4454943;4454944;4454945;4454947;4454948;4454949;4454950;4454952;4454953;4454955;4454956;4454958;4454959;4454962;4454963;4454964;4454965;4454968;4454969;4454970;4454971;4454972;4454973;44549764454979;4454980;4454982;4454983;4454984;4454985;4454986;4454987;4454988;4454989;4454992;4459466;4459467;4459468;4459471;4459472;4459473",160-31 16th Street,11357,Multifamily Housing,94,1951,173644,67,2,75.3,13076981.3,33.45,2.79,Multifamily Housing,"{'Multifamily Housing': 173644.0, 'Parking': 6906.0}",0,2220909,232,5422295.4,,,,,,,
